objectid,parentid,surname,title,creator,date,date_range,date_is_approximate?,publisher,description,subject,location,latitude,longitude,source,identifier,type,format,extension,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
barker_d1,,Barker,Biography of Daniel L. Barker,,1851,1851-1919,yes,History of Idaho,"Daniel L. Barker was born in Suffolk, England April 3, 1851. He came to Meridian in January of 1895, where purchased 60 acres of land. He was married twice, once to Miss Helen Walker. She passed away leaving him with three children: Jenni M., Daisy L., and John W. He re-married in 1886 to Addie M. Egbert and had an additional three children: Anne E., Daniel L. and Guy A.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_barker_d1.pdf,/objects/small/col004_barker_d1_sm.jpg,/objects/thumbs/col004_barker_d1_th.jpg
barker_d4,,Barker,The Family of Daniel Loman Barker and Addie Barker,,1851,1851-1967,yes,,"Brief history of the Daniel L. Barker family.  The biography mentions Daniel L. Barker's journey from England to (ultimately) Meridian, Idaho.  He became a citizen of the US on April 7, 1875 in Nebraska. He had a total of two marriages which produced 6 children: Jane ""Jennie"" (Dec. 25, 1899-Nov. 10, 1939), Daisy Letitia (?-Jan. 17, 1953), John W. (unknown dob), Anna Esther (Apr. 26, 1888-May 18, 1948), Daniel L. II (Nov 1, 1889-Nov. 10, 1967), Guy Austin (Feb. 22, 1891-Jun. 18, 1941).",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_barker_d4.pdf,/objects/small/col004_barker_d4_sm.jpg,/objects/thumbs/col004_barker_d4_th.jpg
barker_d6,,Barker,Daniel Barker Obituary,,1946-03-19,,,Idaho Free Press,Daniel L. Barker passed away at the age of 94 years old.,obituaries;newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_barker_d6.pdf,/objects/small/col004_barker_d6_sm.jpg,/objects/thumbs/col004_barker_d6_th.jpg
barker_d8,,Barker,"""Dan Barker Tells of Meridian in Gay '90s""",,1939-12-15,,,,Interview with Dan Barker on his life in Meridian as a potato and sheep farmer.  Mr. Barker came to Meridian in 1894 and made a life farming and raising sheep.,newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC2",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_barker_d8.pdf,/objects/small/col004_barker_d8_sm.jpg,/objects/thumbs/col004_barker_d8_th.jpg
benson_d1,,Benson,The Family of Benjamin and Anna Ruby Rutledge Benson,,1860,1860-1940,yes,,"Benjamin Cleveland Benson (May 21, 1860-Aug. 27, 1912) came to Idaho from North Carolina.  He married Anna Ruby Rutledge on Oct. 28, 1885 in Idaho.  They had two children, Verne Milton (Jul. 30, 1888-Apr.6, 1978) and Bertha Grace (Apr. 7, 1890-Dec. 20, 1986). ",biographies;genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_benson_d1.pdf,/objects/small/col004_benson_d1_sm.jpg,/objects/thumbs/col004_benson_d1_th.jpg
benson_d2,,Benson,Biography of Shadrack J. Benson,,1874,1874-1909,yes,History of Idaho,"Excerpt from the ""History of Idaho"" book depicting the life of Daniel L. Barker and his family.  Mr. Barker was born in England on April 3, 1851.  He came to America when he was 21 years old, about 1872.  After moving to Illinois and then Nebraska, he came to Meridian in 1892.  He purchased 60 acres of land and initially farmed the land but later raised sheep.  He married Helen Walker in 1879 and had three children: Jennie M., Daisy L. and John W.  After Helen passed away, he remarried a woman by the name of Addie M. Egbert and had three additional children, in addition to Addie's two from her previous marriage. Mr. Barker died on March 18, 1946.",biographies;odd fellows,"Boise, Idaho;Meridian, Idaho;Ketchum, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_benson_d2.pdf,/objects/small/col004_benson_d2_sm.jpg,/objects/thumbs/col004_benson_d2_th.jpg
biddle_d1,,Biddle,E. Keifer Biddle Day,,1999-11-14,,,,"Proclamation from the City of Meridian declaring November 14, 1999 as E. Keifer Biddle Day.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biddle_d1.pdf,/objects/small/col004_biddle_d1_sm.jpg,/objects/thumbs/col004_biddle_d1_th.jpg
biddle_d2,,Biddle,Newspaper Clipping regarding Keiffer Biddle,,11-11-1949,,,Meridian Times,Brief clipping from the Meridian Times regarding property sale.,newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biddle_d2.pdf,/objects/small/col004_biddle_d2_sm.jpg,/objects/thumbs/col004_biddle_d2_th.jpg
biddle_d3,,Biddle,Letter about the Biddle Family,,,,,,"Handwritten letter from ""Rick Decker?"" with an anecdote about a car sale to the Biddle family.",letters,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biddle_d3.pdf,/objects/small/col004_biddle_d3_sm.jpg,/objects/thumbs/col004_biddle_d3_th.jpg
biesecker_d1,,Biesecker,1950 Golden Memories,Claire Biesecker,1950,,,,"Small booklet of memories for Senior Claire Biesecker, 1950 graduate of Meridian High School.",Meridian High School;yearbooks,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d1.pdf,/objects/small/col004_biesecker_d1_sm.jpg,/objects/thumbs/col004_biesecker_d1_th.jpg
biesecker_d2,,Biesecker,"""Meridian School FFA Members Plan Program""",,1950-02-01,,,,Idaho Statesman article featuring FFA members including Claire Biesecker.,newspaper articles;FFA,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d2.pdf,/objects/small/col004_biesecker_d2_sm.jpg,/objects/thumbs/col004_biesecker_d2_th.jpg
biesecker_d3,,Biesecker,Meridian High School Graduation Exercises,,1950-05-08,,,,Commencement Program for Meridian High School Class of 1950,Meridian High School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d3.pdf,/objects/small/col004_biesecker_d3_sm.jpg,/objects/thumbs/col004_biesecker_d3_th.jpg
biesecker_d4,,Biesecker,Meridian High School 25 Year Reunion Booklet,,1975,,,,Booklet given out at the MHS 25 year class reunion.  Booklet contains a short paragraph from each former student.,Meridian High School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d4.pdf,/objects/small/col004_biesecker_d4_sm.jpg,/objects/thumbs/col004_biesecker_d4_th.jpg
biesecker_d5,,Biesecker,"""Local FFA on Radio Program""",,1950-02-23,,,,Meridian Times article about FFA members on local radio show.,newspaper articles;FFA,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d5.pdf,/objects/small/col004_biesecker_d5_sm.jpg,/objects/thumbs/col004_biesecker_d5_th.jpg
biesecker_d6,,Biesecker,Ada County Public Schools - Report Card,,1938-1939,,,,Claire Biesecker's 1st grade report card.,report cards;Maple Grove School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d6.pdf,/objects/small/col004_biesecker_d6_sm.jpg,/objects/thumbs/col004_biesecker_d6_th.jpg
biesecker_d7,,Biesecker,Ada County Public Schools - Report Card,,1939-1940,,,,Claire Biesecker's 2nd grade report card.,report cards;Maple Grove School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d7.pdf,/objects/small/col004_biesecker_d7_sm.jpg,/objects/thumbs/col004_biesecker_d7_th.jpg
biesecker_d8,,Biesecker,Ada County Public Schools - Report Card,,1941-1942,,,,Claire Biesecker's 4th grade report card.,report cards;Maple Grove School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d8.pdf,/objects/small/col004_biesecker_d8_sm.jpg,/objects/thumbs/col004_biesecker_d8_th.jpg
biesecker_d9,,Biesecker,Ada County Public Schools - Report Card,,1942-1943,,,,Claire Biesecker's 5th grade report card.,report cards;Maple Grove School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d9.pdf,/objects/small/col004_biesecker_d9_sm.jpg,/objects/thumbs/col004_biesecker_d9_th.jpg
biesecker_d10,,Biesecker,Ada County Public Schools - Report Card,,1943-1944,,,,Claire Biesecker's 6th grade report card.,report cards;Maple Grove School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d10.pdf,/objects/small/col004_biesecker_d10_sm.jpg,/objects/thumbs/col004_biesecker_d10_th.jpg
biesecker_d11,,Biesecker,Ada County Public Schools - Report Card,,1944-1945,,,,Claire Biesecker's 7th grade report card.,report cards;Maple Grove School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d11.pdf,/objects/small/col004_biesecker_d11_sm.jpg,/objects/thumbs/col004_biesecker_d11_th.jpg
biesecker_d12,,Biesecker,Ada County Public Schools - Report Card,,1946-05-17,,,,Claire Biesecker's 8th grade report card and examination sheet.,report cards;Maple Grove School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d12.pdf,/objects/small/col004_biesecker_d12_sm.jpg,/objects/thumbs/col004_biesecker_d12_th.jpg
biesecker_d13,,Biesecker,Meridian Rural High School Weekly Grades,,1946-10-11,,,,Claire Biesecker's attendance sheet and weekly report,report cards;Meridian High School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d13.pdf,/objects/small/col004_biesecker_d13_sm.jpg,/objects/thumbs/col004_biesecker_d13_th.jpg
biesecker_d14,,Biesecker,Meridian High School Semester Grades,,1948-01-16,,,,Claire Biesecker's semester grade sheet.,report cards;Meridian High School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d14.pdf,/objects/small/col004_biesecker_d14_sm.jpg,/objects/thumbs/col004_biesecker_d14_th.jpg
biesecker_d15,,Biesecker,Ada County Public Schools - Report Card,,1949-1950,,,,Claire Biesecker's semester grade sheet.,report cards;Meridian High School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d15.pdf,/objects/small/col004_biesecker_d15_sm.jpg,/objects/thumbs/col004_biesecker_d15_th.jpg
biesecker_d16,,Biesecker,Meridian High School Semester Grades,,1949-01-14,,,,Claire Biesecker's semester grade sheet.,report cards;Meridian High School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d16.pdf,/objects/small/col004_biesecker_d16_sm.jpg,/objects/thumbs/col004_biesecker_d16_th.jpg
biesecker_d17,,Biesecker,Meridian High School Senior Class Play Brochure,Alan Langdon Martin,1950,,,,"Brochure for ""Smilin' Through"" Senior Play",Meridian High School,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_biesecker_d17.pdf,/objects/small/col004_biesecker_d17_sm.jpg,/objects/thumbs/col004_biesecker_d17_th.jpg
bodine_d1,,Bodine,Where the Sage Bloomed,Lena Bodine,1982-09-01,1908-1982,,,"A memoir written by Lena Bodine regarding the journey her family (mother: Sarah Bell Neglay, father: Joseph Neglay) made from Pennsylvania to Kuna, Idaho. The family eventually moved to Meridian. The memoir talks about the hardships of early life in Idaho and how the family took in boarders to make ends meet. An interesting read!",memoirs,"Meridian, Idaho;Kuna, Idaho;Nampa, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_bodine_d1.pdf,/objects/small/col004_bodine_d1_sm.jpg,/objects/thumbs/col004_bodine_d1_th.jpg
bodine_d2,,Bodine,Biography of Robert M. Bodine,,1864,1864-1920,yes,,"Excerpt from the ""History of Idaho"" book discussing the life of Robert M. Bodine (Nov 27, 1864-unknown) and his family. Mr. Bodine came to Idaho from Illinois, where he was raised on a farm.  After moving initially to Boise, Mr. Bodine became foreman on a ranch in Meridian.  He eventually purchased land in Kuna, Idaho.He married Anna Brood and they had four children: Verna, Hazel, Robert Clare and Lucille.  He is a member of the Odd Fellows organization.",genealogy;odd fellows,"Meridian, Idaho;Kuna, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_bodine_d2.pdf,/objects/small/col004_bodine_d2_sm.jpg,/objects/thumbs/col004_bodine_d2_th.jpg
boice_d1,,Boice,Eldon Ozman Boice,,1957-10-24,,,Meridian Times,"Excerpt from the ""History of Idaho"" book discussing the life of Robert M. Bodine (Nov 27, 1864-unknown) and his family. Mr. Bodine came to Idaho from Illinois, where he was raised on a farm.  After moving initially to Boise, Mr. Bodine became foreman on a ranch in Meridian.  He eventually purchased land in Kuna, Idaho.He married Anna Brood and they had four children: Verna, Hazel, Robert Clare and Lucille.  He is a member of the Odd Fellows organization.",newspaper articles;biographies,"Meridian, Idaho;Blackfoot, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_boice_d1.pdf,/objects/small/col004_boice_d1_sm.jpg,/objects/thumbs/col004_boice_d1_th.jpg
boice_d2,,Boice,Memories of Meridian's Past,Saundra L. Boice Bennett,07-07-2003,,,,"An email containing a couple cute anecdotes from a long-time Meridian resident, Saundra L. Boice.",memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_boice_d2.pdf,/objects/small/col004_boice_d2_sm.jpg,/objects/thumbs/col004_boice_d2_th.jpg
boice_d3,,Boice,"""Former Drugstore Owner Recalls Open Arms in Meridian""",Jonathan Brunt,2003-07-07,,,Idaho Statesman,"An Idaho Statesman article about the life of Mary Boice, who owned the Meridian Drug Store in the 1950's with her husband, Swede. For a time, the Meridian Drug Store acted as the town's library with people donating or borrowing used books. Mary remembers Meridian as a friendly town where newcomers are treated kindly.",newspaper articles;memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_boice_d3.pdf,/objects/small/col004_boice_d3_sm.jpg,/objects/thumbs/col004_boice_d3_th.jpg
bown_d1,,Bown,Biography of Joseph Bown,,1829,1829-1904,,History of Idaho,"Excerpt from the ""History of Idaho"" book on the life of Joseph Bown (feb. 18, 1829-Dec. 6, 1915), his wife Temperance and their 7 children. Joseph came to Idaho and settled in Boise.  He ultimately plated three subdivisions in Meridian, the first in May of 1903.",newspaper articles;biographies,"Meridian, Idaho;Boise, Id",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_bown_d1.pdf,/objects/small/col004_bown_d1_sm.jpg,/objects/thumbs/col004_bown_d1_th.jpg
bown_d2,,Bown,Newspaper Clipping regarding Bown Family Lot Sale,,1908-08-15,,,ECN,Meridian Times article clipping regarding Bown commercial lots for sale.,newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_bown_d2.pdf,/objects/small/col004_bown_d2_sm.jpg,/objects/thumbs/col004_bown_d2_th.jpg
brewer_d1,,Brewer,Biography of George C. Brewer,,1865,1865-1918,,History of Idaho,"Excerpt from the ""History of Idaho"" book discussing the life of George C. Brewer (1865-unknown) and his family.  The Brewer family came from Canada to Northern Idaho in 1887 and moved to Meridian in 1918 after purchasing land for a ranch. In addition to the ranch, he had several business ventures, including tobacco sales and mining.  Mr. Brewer and his wife, Ellen, had three children, Joseph Wilburt (Feb. 28, 1908-unknown), George Herbert (Jun. 5, 1903 and Mary Veronica (Feb. 18, 1908).",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_brewer_d1.pdf,/objects/small/col004_brewer_d1_sm.jpg,/objects/thumbs/col004_brewer_d1_th.jpg
brown_d1,,Brown,Biography of Mary Elizabeth Brown,,1856,1865-1917,yes,History of Idaho,"Excerpt from the ""History of Idaho"" book discussing the life of Mary Elizabeth (Jones) Brown (Mar. 23, 1856-unknown).  She and her husband, Joseph Brown, had three children: Naomi Sandy, Joseph S. and John Robert. Mrs. Brown was involved in the community and her church.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_brown_d1.pdf,/objects/small/col004_brown_d1_sm.jpg,/objects/thumbs/col004_brown_d1_th.jpg
burns_d1,,Burns,Burns Family Short Biography,,1950,,yes,,Short biography of the Burns and Pfost families taken from a book cover.  The Burns family came to Meridian from Missouri after the Civil War.,biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_burns_d1.pdf,/objects/small/col004_burns_d1_sm.jpg,/objects/thumbs/col004_burns_d1_th.jpg
